100,10000,266634
100,10000,136391
100,10000,3247
10,100,268
10,100,367
10,100,1791
10,100,1949
10,100,4411
10,100,1196
10,100,1819
10,100,1369
10,100,958
10,100,1767
10,100,1078
10,100,2173
10,100,2550
10,100,1276
10,100,1253
10,100,1795
10,100,8485
10,100,1822
10,100,1175
10,100,1836
10,100,1650
10,100,1486
10,100,2328
10,100,1652
10,100,1738
10,100,1821
10,100,1598
10,100,1598
10,100,1868
100,0,2816
100,0,12803
100,0,10265
100,0,12934
100,0,7726
